Index;Location;Province;Genus;species-clone;type-of-sample;Asymptomatic-diseased;Nursery-Field;Roots;Root-Collar;Stem;Growth-tip;Needles-Leaves;results
5021;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Die-back;Welldeveloped;Discoloured,Outerbark,Cambium;Healthy;Wilted,Discoloration;Fusariumciricnatum
5022;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Welldeveloped,Healthy;Welldeveloped,Dead;Discoloured,Outerbark,Cambium;Discoloration;Alive;Pantoeaspsp
5023;Pietermaritzburg;Mpumalanga;Pinus;patula;Seed/Cuttings;A;N;Healthy;Welldeveloped;Health;Healthy;Alive;Secondarybacterium/Fungi
5024;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Root:shootratio;Welldeveloped,J-rooting,Dead;Discolorationn;Healthy,Discoloration;Alive;Fusariumciricnatum
5025;Kalmoesfontein;WesternCape;Pinus;patula;Seed/Cuttings;D;N;Die-back,Healthy;Welldeveloped,Dead;Discolorationn,Outerbark,Betweeninnerandouterbark,Cambium;Discoloration,Outerbark,Betweeninnerandouterbark,Cambium;Wilted,Discoloration;Fusariumciricnatum
5026;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;N;Brownleavesatbottom,greenattop;Fewroots,Healthyy;Health,Discolorationn,Outerbark;Healthy;Alive;ScreeningforFusariumciricnatum/Diplodia
5027;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Welldeveloped,Healthy;Welldeveloped;Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark;Discoloration,Outerbark,Cambium,Betweenouterandinnerbark;Dead;ScreeningforDiplodiaandFusariumciricnatum
5028;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Die-back,wilted;Welldeveloped;Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark;Healthy,Discoloration,Outerbark;Dead;Fusariumciricnatum
5029;PietRetief;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Die-back,wilted;Welldeveloped,Dead;Discolorationn,Outerbark;Healthy;Alive;Secondarybacterium/Fungi
5030;PietRetief;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Drytunted;Welldeveloped,Dead;Health;Healthy;Wilted,Discoloration;Secondarybacterium/Fungi
5031;Paulpietersburg;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;N;Healthy;Welldeveloped,Dead;Health;Healthy;Alive;Secondarybacterium/Fungi
5032;Highflats;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings,Growthmedium;A;N;Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;ScreeningforDiplodiaandFusariumciricnatum
5033;Howick;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings,Growthmedium;A;N;Healthy;Dead;Health;Healthy;Alive;Secondarybacterium/Fungi
5034;Howick;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings,Growthmedium;A;N;Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;ScreeningforFusariumciricnatum/Diplodia
5035;Ixopo;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings,Growthmedium;A;N;Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;ScreeningforFusariumciricnatum/Diplodia
5036;Ixopo;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings,Growthmedium;A;N;Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;Secondarybacterium/Fungi
5037;Scottsville;WesternCape;eucalyptus;patula;Twigs/Branch,Leaves/Needles;D;N;Welldeveloped,Healthy;Welldeveloped,J-rooting;Discolorationn,Cambium,Fruitingbodies,Sapwood;Wilted;Wilted,Discoloration;Secondarybacterium/Fungi
5038;WhiteRiver;Mpumalanga;eucalyptus;patula;Seed/Cuttings;D;F;Welldeveloped,Healthy;Welldeveloped,Fewroots,J-rooting;Discolorationn;Healthy;Wilted,Discoloration;ScreeningforDiplodiaandFusariumciricnatum
5039;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;F;Welldeveloped,Healthy;Welldeveloped,Dead;Discolorationn,Outerbark,Betweenouterandinnerbark,Cambium,Sapwood;Discoloration,Outerbark;Alive;ScreeningforDiplodiaandFusariumciricnatum
5040;Parkhurst;Gauteng;Pinus;patula;Seed/Cuttings;D;F;Brownleavesatbottom,greenattop;Fewroots,Dead,J-rooting;Discolorationn;Healthy;Alive,Discoloration;ScreeningforDiplodiaandFusariumciricnatum
5041;Scottsville;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Die-back,wilted;Welldeveloped,Healthyy;Health;Healthy;Alive;Secondarybacterium/Fungi
5042;Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;F;Welldeveloped,Healthy;Fewroots;Health;Healthy;Alive;Secondarybacterium/Fungi
5043;Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;F;Die-back,Healthy;Healthyy;Health;Healthy;Alive;Secondarybacterium/Fungi
5044;Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;F;Die-back,Healthy;Healthyy;Health;Healthy;Alive;Secondarybacterium/Fungi
5045;Howick;Kwazulu-Natal;Pinus;patula;Hedge;D;F;Healthy;Welldeveloped,Healthyy;Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark;Healthy;Healthy;NoFusariumciricnatumcircinatumorDiplodia
5046;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Dryrootss;Healthyy;Health;Wilted;Alive;9isolatesofFusariumciricnatum
5047;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Healthy;Healthyy;Health;Alive;Wilted,Discoloration;Secondarybacterium/Fungi
5048;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Healthy;Discoloration,Outerbark;Discolorationn,Outerbark;Alive;Wilted,Discoloration;IdentifiedasFusariumciricnatumFSPRootFSP
5049;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Welldeveloped,Healthy,J-rooting,Plug-bound;Discoloration,Outerbark;Health;Alive;Alive;NoFusariumciricnatumcircinatumsp
5050;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Welldeveloped,Healthy,Plugbound;Healthyy;Health;Alive;Alive;NoFusariumciricnatumcircinatumsp
5051;Lothair;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;J-rooting,Dryrootss,Healthy;Discoloration,Outerbark,Betweenouter&innerbark;Discolorationn,Outerbark;Wilted,Discoloration;Wilted,Discoloration;IsolatedFusariumciricnatumfrom6/10samples
5052;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;F;Healthy;Healthyy,J-rooting,Fewroots;Health;Healthy;Alive;Secondarybacterium/Fungi
5053;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;F;Healthy;Healthyy,Welldeveloped;Discolorationn,Outerbark,Betweeninnerandouterbark;Healthy;Alive;Secondarybacterium/Fungi
5054;Cramond;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;F;Welldeveloped,Healthy;Discoloration,Outerbark,Cambium,Betweenouter&innerbark;Discolorationn,Outerbark;Wilted;Dead;NoFusariumciricnatumcircinatumsp
5055;Cramond;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;F;J-rooting,Dryrootss;Healthyy;Discolorationn,Outerbark;Die-back;Dead;NoFusariumciricnatumcircinatumsp
5056;Howick;Kwazulu-Natal;Pinus;patula;Seed;D;F;Die-back;Healthyy;Discolorationn,Sapwood;Discoloration,Sapwood;Wilted,Discoloration;Secondarybacterium/Fungi
5057;WhiteRiver;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;ScreeningforFusariumciricnatum/Diplodia
5058;WhiteRiver;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;Secondarybacterium/Fungi
5059;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Healthyy;Discolorationn,Outerbark;Healthy;Alive;Secondarybacterium/Fungi
5060;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Healthy;Healthyy;Discolorationn,Outerbark;Healthy;Alive;Secondarybacterium/Fungi
5061;Hilton;Kwazulu-Natal;Pinus;patula;Seed;D;F;Welldeveloped,Healthy,J-rooting,Plug-bound;Welldeveloped,Healthyy;Discolorationn;Mechanicaldamage;Wilted,Discoloration;Diplodia
5062;WhiteRiver;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Healthyy,J-rooting,Plugboundd;Health;Healthy;Alive;ScreeningforDiplodiaandFusariumciricnatum
5063;WhiteRiver;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Healthyy,J-rooting,Fewroots,Plugboundd;Health;Healthy;Alive;Secondarybacterium/Fungi
5064;Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;N;Die-back,wilted;J-rooting,Fewroots;Discolorationn,Outerbark;Discoloration,Outerbark;Wilted;FusariumFSPcreening
5065;Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;N;Healthy;Healthyy;Health;Discoloration,Outerbark;Alive;FusariumFSPcreening
5066;Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;N;Healthy;Welldeveloped,Dead;Discolorationn,Outerbark,Betweenouterandinnerbark;Discoloration,Outerbark,Cambium,Betweenouterandinnerbark;Dead;FusariumFSPcreening
5067;Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;N;Die-back,wilted;J-rooting,Fewroots;Discolorationn,Outerbark;Discoloration,Outerbark;Wilted;FusariumFSPcreening
5068;Cramond;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;N;Die-back;Fewroots;Discolorationn,Outerbark;Discoloration,Outerbark;Wilted,Die-back;FusariumFSPcreening
5069;Cramond;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;N;Root:shoot,wilted;J-rooting,Fewroots,Dead;Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Discoloration,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Wilted,Discoloration;FusariumPotFSPrial
5070;Tweedie;Kwazulu-Natal;Pinus;patula;Hedge;D;N;Die-back,wilted;Welldeveloped,J-rooting,Fewroots,Dead,Plugboundd;Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Discoloration,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Wilted,Discoloration;Fusariumcircitumscreening
5071;Cramond;Kwazulu-Natal;Pinus;patula;Seedlnigs/Cuttings;D;N;Die-back,wilted;Welldeveloped,Fewroots,Dead;Discolorationn,Outerbark,Betweenouterandinnerbark;Discoloration,Outerbark,Betweenouterandinnerbark;Wilted,Dead,Discoloration;ScreeningforFusariumcircitum
5072;Karatara;WesternCape;Pinus;patula;Seed/Cuttings;D;F;Healthy;Healthyy;Health;Healthy;Alive;ScreeningforFusariumcircitum,Phytophthora/Pythium
5073;Karatara;WesternCape;Pinus;patula;Seed,root,leaves;D;F;Healthy;Healthyy;Health;Healthy;Alive;ScreeningforFusariumcircitum,Phytophthora/Pythium
5074;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Welldeveloped,Healthy;Welldeveloped,Dead;Discolorationn,Outerbark,Betweenouterandinnerbark,Cambium,Sapwood;Discoloration,Outerbark,Betweenouterandinnerbark,Cambium,Sapwood;Discoloration;ScreeningforFusariumcircitum
5075;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Healthy;Healthyy,Plugboundd;Health;Healthy;Alive;ScreeningforFusariumcircitum
5076;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Healthy;Dead,Plugboundd;Health,Discolorationn,Outerbark;Healthy;Alive;ScreeningforFusariumcircitum
5077;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;N;Healthy;J-rooting,Dead;Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark;Discoloration,Outerbark,Cambium,Betweenouterandinnerbark;Wilted,Discoloration;FusariumandDiplodiascreening
5078;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;N;Healthy;Fewroots,Dead,Fungalgrowth;Discolorationn,Outerbark;Discoloration,Outerbark;Wilted,Dead;FusariumandDiplodiascreening
5079;Paulpietersburg;Kwazulu-Natal;Pinus;patula;Hedge;D;F;Die-back,Healthy;Welldeveloped,Dead;Discolorationn,Cambium;Discoloration,Cambium;Dead;Fusariumcircitumscreening
5080;Cramond;Kwazulu-Natal;Pinus;patula;Pottrial;D;N;Die-back,Healthy;J-rooting;Discolorationn,Outerbark;Discoloration,Outerbark;Wilted;Fusariumcircitumscreening
5081;WhiteRiver;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Die-back,Healthy;J-rooting,Fewroots,Dead,Plugboundd;Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark;Discoloration,Outerbark,Cambium,Betweenouterandinnerbark;Wilted;Fusariumcircitumscreening
5082;Tzaneen;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Root:shootratio,Die-back;Welldeveloped,Fewroots,Dead,Plugboundd;Health;Discoloration,Outerbark,Betweenouterandinnerbark;Dead,Discoloration;Fusariumcircitumscreening
5083;WhiteRiver;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Root:shootratio,Die-back;J-rooting,Fewroots,Dead,Plugboundd;Health;Healthy;Dead,Discoloration;Fusariumcircitumscreening
5084;Cramond;Kwazulu-Natal;Pinus;patula;Seed;D;F;Die-back;Fewroots,Dead,J-rooting;Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Discoloration,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Dead;Fusariumcircitumscreening
5085;Paulpietersburg;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;F;Healthy;Welldeveloped,Healthyy,Plugboundd;Discolorationn,Outerbark,Health;Discoloration,Outerbark,Healthy;Alive;Fusariumcircitumscreening
5086;Scottsville;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;N;Healthy;Healthyy;Health;Healthy;Alive;ScreeningforFusariumcircitum
5087;Scottsville;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;N;Healthy;Healthyy;Health;Healthy;Alive;ScreeningforFusariumcircitum
5088;Scottsville;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;N;Healthy;Healthyy,Fewroots;Health,Discolorationn,Outerbark;Healthy,Discoloration,Outerbark;Alive;ScreeningforFusariumcircitum
5089;WhiteRiver;WesternCape;Pinus;patula;Seed/Cuttings;A;F;Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;Fusariumcircitumscreening
5090;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;A;N;Healthy;Fewroots,Dead,J-rooting;Discoloration,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Healthy;Alive;ScreeningforFusariumcircitum
5091;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;A;N;Healthy;Fewroots,Dead,J-rooting;Discoloration,Outerbark,Betweenouterandinnerbark;Healthy;Alive;ScreeningforFusariumcircitum
5092;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;ScreeningforFusariumcircitum
5093;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy,Healthy;Welldeveloped,Healthyy,J-rooting,Plugboundd;Health;Healthy;Alive,Wilted;ScreeningforFusariumcircitum
5094;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Welldeveloped,Healthy;Fewroots,Dead,Plugboundd;Discoloration,Outerbark,Betweenouterandinnerbark,Cambium,Sapwood;Discoloration,Outerbark,Betweenouterandinnerbark,Cambium,Sapwood;S,Discoloration;ScreeningforFusariumcircitum
5095;Howick;Kwazulu-Natal;Pinus;patula;Hedge;D;F;Healthy;Welldeveloped,J-rooting,Plugboundd;Discoloration,Outerbark,Betweenouterandinnerbark;Discoloration,Outerbark,Betweenouterandinnerbark;Dead;ScreeningforFusariumcircitum
5096;Scottsville;Limpopo;Pinus;patula;bark;A;F;Die-back;Dead;Dead;Wilted;Wilted,Discoloration;ScreeningforFungal/bacteriumlpathogens
5097;Howick;Kwazulu-Natal;Pinus;patula;Seed;D;F;Die-back,Healthy;Welldeveloped,J-rooting;Health;Cambium;Wilted,Discoloration;ScreeningforFusariumcircitumandDiplodia
5098;Howick;Kwazulu-Natal;Pinus;patula;Seed;D;F;Welldeveloped,Healthy;Welldeveloped,J-rooting;Discolorationn;Dead;Wilted,Discoloration;ScreeningforFusariumcircitumandDiplodia
5099;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;N;Healthy;Welldeveloped,Healthyy,Plugboundd;Discolorationn,Outerbark,Cambium;Discoloration,Outerbark,Cambium;Alive;ScreeningforFusariumcircitum
5100;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;N;Healthy;Healthyy,Fewroots,Plugboundd;Discolorationn,Outerbark,Cambium;Discoloration,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Alive;ScreeningforFusariumcircitum
5101;Ixopo;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Discoloration;Health;Healthy;Alive;ScreeningforFusariumciricnatum
5102;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Cuttings,Healthyandrotting;Welldeveloped,J-rooting;Discolorationn;Discoloration,Sapwood;Dead;ScreeningforFusariumciricnatum
5103;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;D;F;Welldeveloped,Healthy;Welldeveloped,J-rooting;Discolorationn,Cambium,Fruitingbodies,Sapwood;Alive;Wilted,Discoloration;ScreeningforFusariumciricnatum
5104;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;F;Welldeveloped,Healthy;Healthyy;Health;Healthy;Alive;ScreeningforFusariumciricnatum
5105;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;D;F;Welldeveloped,Healthy;Healthyy;Health;Healthy;Alive;ScreeningforFusariumciricnatum
5106;Scottsville;WesternCape;Pinus;patula;Seed/Cuttings;A;F;Healthy;Welldeveloped,J-rooting;Health;Healthy;Alive;ScreeningforFusariumciricnatum
5107;WhiteRiver;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Welldeveloped;Health;Healthy;Alive;ScreeningforFusariumciricnatum
5108;WhiteRiver;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Fewroots;Health;Healthy;Alive;ScreeningforFusariumciricnatum
5109;WhiteRiver;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Welldeveloped;Health;Healthy;Alive;ScreeningforFusariumciricnatum
5110;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Healthy;Fewroots,Dead;Discolorationn,Outerbark;Discoloration,Outerbark;Alive;ScreeningforFusariumciricnatum
5111;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Healthy;Welldeveloped,Fewroots,Dead;Discolorationn,Outerbark;Discoloration,Outerbark;Alive,Wilted,Dead;ScreeningforFusariumciricnatum
5112;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;N;Healthy,Healthy;Welldeveloped,Dead;Discolorationn;Healthy,Discoloration;Wilted;ScreeningforFusariumciricnatum
5113;Sabie;Mpumalanga;Pinus;patula;WholeSeed;A;F;Healthy;Healthyy,butnotWelldeveloped;Health;Healthy;Wilted,Discoloration;ScreeningforFusariumciricnatum
5114;Ugie;WesternCape;Pinus;patula;Seed/Cuttings;D;F;Healthy;Welldeveloped,Fewroots,J-rooting;Rot;Wilted,Dead;Wilted,Discoloration;ScreeningforpathogenicFungi/bacterium
5115;Ugie;WesternCape;Pinus;patula;Seed/Cuttings;D;F;Die-back;Fewroots;UnHealth;Discoloration,Outerbark;Wilted,Dead;ScreeningforpathogenicFungi/bacterium
5116;Underberg;Kwazulu-Natal;Pinus;patula;Seed;D;N;Welldeveloped,MostlyHealthy;Welldeveloped,J-rooting,Dead;Sapwood;Dead;Wilted,Discoloration,S;Secondarybacterium/Fungi
5117;Ngodwana;WesternCape;Pinus;patula;Seed;D;N;Drycorch;Sapwood;TooDry;Wilted;Wilted,Discoloration,S;Fsub
5118;Witpklip;Mpumalanga;Pinus;patula;Seed;D;F;Brownroots,Greentips;Welldeveloped,J-rooting,Dead,Plugboundd;Mechanicaldamage,Discolorationn;Alive;Alive;9isolatesofFusariumciricnatum
5119;Howick;WesternCape;Pinus;patula;Seed;D;F;Die-back;Welldeveloped,J-rooting,Dead;Sapwood;Wilted;Alive;Ssapinea
5120;Ngodwana;Kwazulu-Natal;Pinus;patula;Seed;D;N;Abitdry,Healthy;Welldeveloped,J-rooting,Dead;Sapwood;Wilted;Alive;Ssapinea
5121;Sjonajona;WesternCape;Pinus;patula;Seed;D;N;Dry;Welldeveloped,J-rooting,Dead;Mechanicaldamage,Health;Wilted;Wilted,Discoloration;Fusarium
5122;Ngodwana;Kwazulu-Natal;Pinus;patula;Cuttings;D;N;Healthy;Fewroots,Dying;Mechanicaldamage,Health;Alive;Alive;Fusarium
5123;Ngodwana;Kwazulu-Natal;Pinus;patula;root,Seed;D;F;Die-back,Healthy;Welldeveloped,J-rooting;Mechanicaldamage,Discolorationn;Wilted,Dead;Alive;Fsub
5124;klipkraal;Evergreen;Pinus;patula;Seed;D;N;Brownroots,Greentips;Welldeveloped,J-rooting,Dead,Plugboundd;Mechanicaldamage,Discolorationn;Alive;Wilted,Discoloration,S;Fusarium
5125;WhiteRiver;Kwazulu-Natal;Pinus;patula;Soil,Seed,root,leaves,Seed;D;N;Brancheswithleavecuttings,Infectioncausingbranchestoshap,Lesionsonleavesandstems;Welldeveloped,J-rooting,Dead;Health;Alive;Wilted,Discoloration;ScreeningforpathogenicFungi/bacterium
5126;TheBrook;WesternCape;Pinus;patula;Seed;D;N;Healthy;Welldeveloped,J-rooting,Dead,Plugboundd;Discolorationn;Alive;Wilted,Discoloration,S;Fcir
5127;Ixopo;Kwazulu-Natal;Pinus;patula;Seed;D;F;Brancheswithleavecuttings,Infectioncausingbranchestoshap,Lesionsonleavesandstems;Welldeveloped,J-rooting,Dead,Plugboundd;TooDry;Discoloration;Alive;Ssapinea
5128;WhiteRiver;Kwazulu-Natal;Pinus;patula;Seed;D;N;Healthy;Welldeveloped,J-rooting,Dead;Discolorationn;Dead;Wilted,Discoloration;Fcir
5129;Ngodwananursery;Kwazulu-Natal;Pinus;patula;Seed;D;N;Root:shootratio,Healthy;Welldeveloped,J-rooting,Dead;Mechanicaldamage,Health;Wilted,Discoloration;Wilted,Discoloration,S;Fcir
5130;Ngodwananursery;Kwazulu-Natal;Pinus;patula;Seed,Soil;D;N;Healthy;Welldeveloped,J-rooting,Dead;Discolorationn;Dead;Alive;Fcir
5131;PietRetief;Mpumalanga;Pinus;patula;Seed;D;N;Welldeveloped,Healthy;Dead;Sapwood;Wilted,Dead;Wilted,Discoloration,S;Fcir
5132;Ngodwananursery;Kwazulu-Natal;Pinus;patula;Seed;D;N;Root:shootratio;Welldeveloped,J-rooting,Dead,Plugboundd;Sapwood;ResinExudation;Wilted,Discoloration,S;Fusarium
5133;Westfalia;Kwazulu-Natal;Pinus;patula;Cuttings;D;F;Brownroots,Greentips;Mechanicaldamage,J-rooting;Health,Discolorationn,Outerbark;Healthy;Wilted,Discoloration;Fcir
5134;NewScotland;WesternCape;Pinus;patula;Cuttings;D;F;Welldeveloped,Healthy;Healthyy;Health;ResinExudation;Alive;Fusarium
5135;NewScotland;Mpumalanga;Pinus;patula;Branch,Seed;D;F;Die-back;Fewroots;TooDry;Alive;Alive;Fusarium
5136;WildebeestEstate;WesternCape;Pinus;patula;Seed;D;N;discolourationofleaves,Die-back;Welldeveloped,J-rooting,Dead;Discolorationn;Discoloration,Cambium,Sapwood;Alive;Fcir
5137;WildebeestEstate;Kwazulu-Natal;Pinus;patula;Cuttings;D;F;Root:shootratio,Healthy;Welldeveloped,Healthyy;Discolorationn,Outerbark,Betweenouterandinnerbark;Healthy;Alive;Fusarium
5138;Ngodwananursery;Kwazulu-Natal;Pinus;patula;Cuttings;D;N;Die-back;Welldeveloped,J-rooting,Dead,Plugboundd;Mechanicaldamage,Discolorationn;Healthy;Alive;Fcir
5139;WhiteRiver;Mpumalanga;Pinus;patula;Seed;D;N;Die-back,Healthy;Discoloration,Outerbark,Betweenouter&innerbark;TooDry;Wilted,Dead;Wilted,Discoloration,S;Fusarium
5140;Hihglands;WesternCape;Pinus;patula;Seed;D;N;Healthy;Discoloration,Outerbark,Betweenouter&innerbark;Discolorationn;Discoloration;Wilted,Discoloration;Fusarium
5141;WhiteRiver;Kwazulu-Natal;Pinus;patula;Seed;D;N;Die-back;Welldeveloped,J-rooting,Dead;Health;Healthy,Discoloration,Outerbark;Wilted,Discoloration,S;Fcir
5142;WhiteRiver;WesternCape;Pinus;patula;Seed;D;N;Die-back;Welldeveloped,J-rooting,Dead,Plugboundd;TooDry;Wilted;Wilted,Discoloration,S;Fcir
5143;WhiteRiver;Kwazulu-Natal;Pinus;patula;Seed;D;N;Healthy;Sapwood;Discolorationn;Discoloration;Wilted,Discoloration,S;Fcir
5144;Cascades;Howick;Pinus;patula;root,rootcollar,Seed,Seed;D;F;Die-back;Welldeveloped,J-rooting,Dead;TooDry;Mechanicaldamage,Discoloration;Alive;Fcir
5145;WildebeestEstate;Kwazulu-Natal;Pinus;patula;petridishes;A;N;Brownroots,Greentips;Welldeveloped,Dead;Discolorationn;Alive;Wilted,Discoloration,S;Fcir
5146;WildebeestEstate;Bergplaas;Pinus;patula;petridishes;D;N;Die-back;Welldeveloped,Healthyy,J-rooting;Mechanicaldamage,Health;ResinExudation;Alive;Fcir
5147;WhiteRiver;KwazuluNatal?;Pinus;patula;Branch,Seed;D;N;Welldeveloped,MostlyHealthy;Welldeveloped,J-rooting,Dead;Discolorationn;ResinExudation;Wilted,Discoloration,S;Fusariumscreening
5148;SH2;WesternCape;Pinus;patula;Seed/Cuttings;A;N;Welldeveloped,MostlyHealthy;Healthyy;Health;Healthy;Alive;Fusariumscreening
5149;SH2;WesternCape;Pinus;patula;Seed/Cuttings;A;N;Welldeveloped,Healthy;Healthyy;Health;Healthy;Alive;Fusariumscreening
5150;klipkraal;WesternCape;Pinus;patula;Seed/Cuttings;D;N;Welldeveloped,Healthy;Healthyy;Health;Healthy;Alive;Fusariumscreening
5151;Richmond;WesternCape;Pinus;patula;Seed/Cuttings;D;N;Welldeveloped,Drying;Welldeveloped,Healthyy;Health;Healthy;Alive;Fusariumscreening
5152;Richmond;WesternCape;Pinus;patula;Seed/Cuttings;D;N;Healthy,Die-back;Dead;Discolorationn;Discoloration;Dead;Fusariumscreening
5153;Howick;Comrie;Pinus;patula;Seed/Cuttings;D;F;Welldeveloped,Healthy;Dead;Discolorationn;Wilted;Alive;Fusariumscreening
